Name,Date,PDF Url,Description
Red Carpet Auto Sales Limited Liability Company,04/05/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/040521_Red%20Carpet%20Auto%20Sales%20CAO_Redacted.pdf,"​2021 Enforcement Orders
NOTE:  All documents are in PDF format. Christopher Dantin d/b/a Chris Dantin Financial Services LLC of Baton Rouge, Louisiana has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Spring EQ, LLC of Philadelphia, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. The Insight Advisory Group, LLC, d/b/a Insight Total Stewardship and Shayna Harvey of Havertown, PA have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Expand Financial Group, LLC of Texas has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.10/25/21Academy Mortgage Corporation of Draper, UT has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Jonathan Lee d/b/a L&F, Incorporated has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  LenderFi, Inc. of Delray Beach, FL FL has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  ResMac, Inc. of Delray Beach, FL has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Luxury Mortgage Corp. of Stamford, CT has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Legacy Advisory Group, Inc., LWM Income Fund, LLC and LWM Equity Fund, L.P. of Hermitage, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. ResiCentral, LLC of Tempe, AZ has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. On September 27, 2021, DoBS issued an Order to Show Cause naming G. Earl Mowrey & Co., LLC and George Earl Mowrey for violations of the Pennsylvania Securities Act of 1972. International City Mortgage, Inc. of Santa Ana, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. High Level Auto of Homestead, PA has entered into a Consent Agreement and Order and will refund consumers and pay a fine for violations of the Consumer Credit Code. Watermark Capital Inc. of Irvine, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Paul Long has entered into a Consent Agreement and Order with a temporary license suspension and will pay a fine for violations of the Mortgage Licensing Act.  Mortgage Network Solutions, Inc. of Wilmington, DE has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Mortgage Capital Partners, Inc. of Los Angeles, CA has entered into a Consent Agreement and Order and will take corrective action and pay a fine for violations of the Mortgage Licensing Act. Cresap, Inc. of Radnor, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. RTM Processing LLC has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. PTK Financial, LLC, Capricorn Income Fund I, LLC, Paul Terrence Kohler and Albert Vagnozzi, of Media, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  On August 23, 2021, DoBS issued an Order to Vacate Order to Show Cause for Jocelyn Wright.  Uphold HQ, Inc., of New York, NY has entered into a Consent Agreement and Order and will pay a fine and take corrective action for violations of the Money Transmitter Act.  Thomas McDevitt has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  The Commission issued an order approving a Consent Agreement and Order entered into by Marvin L. Mitchell d/b/a Mitchell Retirement Group, LLC, of Creve Coeur, Missouri. Respondents will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Gregory A. Koch has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. The Commission has issued an order removing suspensions and bars regarding Cerebrum Financial Services, LLC and Christopher Antoine Glover.  American Pacific Mortgage Corporation, of Roseville, CA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.   Nations Reliable Lending, LLC, of Houston, TX has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  FBC Mortgage, LLC, of Orlando, FL has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Churchill Mortgage Corporation, of Brentwood, TN has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Michigan Mutual, Inc., of Port Huron, MI has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  Ascension Investment Advisors, of Philadelphia, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.   4Rivers Wealth Management, LLC, of Pittsburgh, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  On July 26, 2021, DoBS issued an Order to Cease and Desist naming Robert Pinzhoffer for violations of the Mortgage Licensing Act.  On July 19, 2021, DoBS issued an Order to Pay Fine naming Tara Mortgage Services, LLC for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming Principle Home Mortgage, LLC for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming Northpoint Lending, LLC for violations of the Mortgage Licensing Act.  On July 19, 2021, DoBS issued an Order to Pay Fine naming Eric Chesen for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming Equity Financing Corporation for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming Delta Capital Group for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming CRW Mortgage, LLC for violations of the Mortgage Licensing Act. On July 19, 2021, DoBS issued an Order to Pay Fine naming Assured Financial Services, Corporation for violations of the Mortgage Licensing Act. Legacy Investment Advisors, LLC, of Mt. Laurel, NJ has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972.  Wyndham Capital Mortgage, Inc., of Charlotte, NC has entered into a Consent Agreement and Order and will take corrective action and pay a fine for violations of the Mortgage Licensing Act.  Wrenne Financial Planning, LLC of Lexington, KY has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Superior Investment Performance, Inc., d/b/a Everyield Investments and Scott E. Anderson have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Divi-Vest Advisors, Inc., of Rosemont, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Luminary Capital LLC and Matthew Christopher Fitzgerald have entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. Kuranda Financial Mortgage Inc. of Wayne, PA has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  On June 14, 2021, DoBS issued an Order to Show Cause naming Goldata Computer Services, Inc. d/b/a Goldata Financial, Elliot Mitchell Goldberg, 1931 Funding, LLC, 567 Funding, LLC, 442 Funding, LLC, 803 Funding, LLC, and Legs 1, LLC for violations of the Pennsylvania Securities Act of 1972. Aptus Financial, LLC of Little Rock, AK, has entered into a Consent Agreement and Order and will pay a fine for violations of the Pennsylvania Securities Act of 1972. The Commission issued an order approving a Consent Agreement and Order entered into by Farah W. Issa, an individual, and National Lending Unlimited LLC, of Cleveland, OH. Respondents will pay a fine and take corrective action for violations of the Mortgage Licensing Act.   The Commission has ordered that A Impuls Auto, Inc. license be suspended, ordered to pay a fine, and refund consumers for violations of the Consumer Credit Code. Nationwide Mortgage Bankers, Inc. has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  On May 10, 2021, DoBS issued an Order to Pay Fine naming Teri Loan Holdings LLC for violations of the Consumer Discount Company Act.  Network Capital Funding Corporation of Irvine, CA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Allied Servicing Corporation of Spokane Valley, WA, has entered into a Consent Agreement and Order and will pay a fine and take corrective action for violations of the Mortgage Licensing Act. On April 26, 2021, DoBS issued an Order to Cease and Desist for Financial Services for America for violations of the Mortgage Licensing Act. Aspen Properties Group, LLC of Overland Park, KS, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.  On April 26, 2021, DoBS discontinued the March 15, 2021 Order to Pay fine naming Robert Pinzhoffer for violations of the Mortgage Licensing Act.4/26/21 On April 26, 2021, DoBS issued an Order to Vacate Suspension Order for MDP Integrity Services, LLC, vacating the February 22, 2021 suspension order. All Credit Considered Mortgage, Inc., of Rockville, MD, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. Freedman Capital Group, LLC, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 4/5/21 Red Carpet Auto Sales Limited Liability Company, of Connellsville, PA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code.3/23/21On Q Financial, Inc. On Q Financial, Inc. of Tempe, AZ, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.3/15/21Robert Pinzhoffer On March 15, 2021, DoBS issued an Order to Pay Fine naming Robert Pinzhoffer for violations of the Mortgage Licensing Act. 3/15/21Strategic Funding, LLC On March 15, 2021, DoBS issued an Order to Pay Fine naming Strategic Funding, LLC for violations of the Mortgage Licensing Act. 3/8/21National Asset Mortgage, LLC National Asset Mortgage, LLC of Columbia, SC, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act.3/8/21United Debt Settlement, LLC United Debt Settlement, LLC of New York, NY, has entered into a Consent Agreement and Order and will pay a fine and restitution for violations of the Debt Settlement Services Act.2/22/21Intercap Lending, Inc. Intercap Lending, Inc. of Draper, UT, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 2/22/21Benson Auto Sales, Inc. Benson Auto Sales, Inc. of Duncansville, PA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code.1/25/21Stockton Mortgage Corporation Stockton Mortgage Corporation of Frankfort, KY, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act. 1/25/21Ferne Kornfeld Ferne Kornfeld has entered into a Consent Agreement and Order and will pay an administrative assessment for violations of the Pennsylvania Securities Act of 1972.1/12/21Asset Management Associates of Medford, Inc. d/b/a M Financial Planning Services, Inc. Asset Management Associates of Medford, Inc. d/b/a M Financial Planning Services, Inc. of Marlton, NJ, has entered into a Consent Agreement and Order and will pay an administrative assessment for violations of the Pennsylvania Securities Act of 1972.1/12/21Samco Financial Services Corp. Samco Financial Services Corp. of Warrensville Heights, OH, has entered into a Consent Agreement and Order and will pay a fine for violations of the Check Casher Licensing Act.1/12/21Pentagon Federal Credit Union Pentagon Federal Credit Union of McLean, VA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code."
"On Q Financial, Inc.",03/22/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/032221%20On%20Q%20Financial%20CAO_Redacted%20(002).pdf,"On Q Financial, Inc. of Tempe, AZ, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Robert Pinzhoffer,03/15/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/031521_Pinzhoffer%20Redacted.pdf,"On March 15, 2021, DoBS issued an Order to Pay Fine naming Robert Pinzhoffer for violations of the Mortgage Licensing Act. 3/15/21Strategic Funding, LLC On March 15, 2021, DoBS issued an Order to Pay Fine naming Strategic Funding, LLC for violations of the Mortgage Licensing Act."
"Strategic Funding, LLC",03/15/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/031521_Strategic%20Funding%20Order%20Redacted%20(002).pdf,"On March 15, 2021, DoBS issued an Order to Pay Fine naming Robert Pinzhoffer for violations of the Mortgage Licensing Act. 3/15/21 On March 15, 2021, DoBS issued an Order to Pay Fine naming Strategic Funding, LLC for violations of the Mortgage Licensing Act."
"National Asset Mortgage, LLC",03/08/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/030821%20National%20Asset%20Mortgage%20CAO_Redacted.pdf,
"United Debt Settlement, LLC",03/08/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/030821%20United%20Debt%20Settlement%20CAO_Redacted.pdf,
"Intercap Lending, Inc.",02/22/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/022221%20Intercap%20CAO_Redacted.pdf,"Intercap Lending, Inc. of Draper, UT, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
"Benson Auto Sales, Inc.",02/22/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/022221%20Benson%20Auto%20CAO_Redacted.pdf,"Benson Auto Sales, Inc. of Duncansville, PA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code."
Stockton Mortgage Corporation,01/25/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/012521%20Stockton%20CAO_Redacted.pdf,"Stockton Mortgage Corporation of Frankfort, KY, has entered into a Consent Agreement and Order and will pay a fine for violations of the Mortgage Licensing Act."
Ferne Kornfeld,01/25/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/012521%20Kornefeld%20CAO_Redacted.pdf,Ferne Kornfeld has entered into a Consent Agreement and Order and will pay an administrative assessment for violations of the Pennsylvania Securities Act of 1972.
"Asset Management Associates of Medford, Inc. d/b/a M Financial Planning Services, Inc.",01/12/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/011221%20Asset%20Mgmt%20CAO_Redacted.pdf,"Asset Management Associates of Medford, Inc. d/b/a M Financial Planning Services, Inc. of Marlton, NJ, has entered into a Consent Agreement and Order and will pay an administrative assessment for violations of the Pennsylvania Securities Act of 1972."
Samco Financial Services Corp.,01/12/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/011221%20Samco%20CAO_Redacted.pdf,"Samco Financial Services Corp. of Warrensville Heights, OH, has entered into a Consent Agreement and Order and will pay a fine for violations of the Check Casher Licensing Act."
Pentagon Federal Credit Union,01/12/2021,https://www.dobs.pa.gov/Documents/Enforcement%20Orders/2021/011221%20Pentagon%20FCU%20CAO_Redacted.pdf,"Pentagon Federal Credit Union of McLean, VA, has entered into a Consent Agreement and Order and will pay a fine for violations of the Consumer Credit Code."
